agent,config_id,n_queries,faithfulness,answer_relevancy,context_precision,context_recall,correctness,quality
A_succ_testamentaria,phi3.5-mini__Q5_K_M__c4096,14,0.7899,0.6724,0.7846,0.5108,0.7857,0.7311
A_succ_testamentaria,phi3.5-mini__Q5_K_M__c8192,14,0.7899,0.6724,0.7846,0.5108,0.7857,0.7311
A_succ_testamentaria,qwen2.5-0_5b__Q3_K_M__c4096,14,0.7026,0.5803,0.7846,0.5108,0.6787,0.6414
A_succ_testamentaria,qwen2.5-0_5b__Q3_K_M__c8192,14,0.7026,0.5803,0.7846,0.5108,0.6787,0.6414
A_succ_testamentaria,qwen2.5-0_5b__Q5_K_M__c4096,14,0.5127,0.4164,0.7846,0.5108,0.489,0.4645
A_succ_testamentaria,qwen2.5-0_5b__Q5_K_M__c8192,14,0.5127,0.4164,0.7846,0.5108,0.489,0.4645
A_succ_testamentaria,qwen2.5-0_5b__Q8_0__c4096,14,0.4983,0.396,0.7846,0.5108,0.4761,0.4472
A_succ_testamentaria,qwen2.5-0_5b__Q8_0__c8192,14,0.4983,0.396,0.7846,0.5108,0.4761,0.4472
A_succ_testamentaria,qwen2.5-1_5b__Q3_K_M__c4096,14,0.7154,0.6203,0.7846,0.5108,0.7015,0.6679
A_succ_testamentaria,qwen2.5-1_5b__Q3_K_M__c8192,14,0.7154,0.6203,0.7846,0.5108,0.7015,0.6679
A_succ_testamentaria,qwen2.5-1_5b__Q5_K_M__c4096,14,0.6997,0.6482,0.7846,0.5108,0.7031,0.674
A_succ_testamentaria,qwen2.5-1_5b__Q5_K_M__c8192,14,0.6997,0.6482,0.7846,0.5108,0.7031,0.674
A_succ_testamentaria,qwen2.5-1_5b__Q8_0__c4096,14,0.7584,0.6684,0.7846,0.5108,0.7449,0.7134
A_succ_testamentaria,qwen2.5-1_5b__Q8_0__c8192,14,0.7584,0.6684,0.7846,0.5108,0.7449,0.7134
A_succ_testamentaria,qwen2.5-3b__Q3_K_M__c4096,14,0.7862,0.6875,0.7846,0.5108,0.7851,0.7369
A_succ_testamentaria,qwen2.5-3b__Q3_K_M__c8192,14,0.7862,0.6875,0.7846,0.5108,0.7851,0.7369
A_succ_testamentaria,qwen2.5-3b__Q5_K_M__c4096,14,0.7838,0.6718,0.7846,0.5108,0.7823,0.7278
A_succ_testamentaria,qwen2.5-3b__Q5_K_M__c8192,14,0.7838,0.6718,0.7846,0.5108,0.7823,0.7278
A_succ_testamentaria,qwen2.5-3b__Q8_0__c4096,14,0.7584,0.6415,0.7846,0.5108,0.7496,0.6999
A_succ_testamentaria,qwen2.5-3b__Q8_0__c8192,14,0.7584,0.6415,0.7846,0.5108,0.7496,0.6999
A_succ_testamentaria,smollm2-1_7b__Q3_K_M__c4096,14,0.6176,0.483,0.7846,0.5108,0.5862,0.5503
A_succ_testamentaria,smollm2-1_7b__Q3_K_M__c8192,14,0.6176,0.483,0.7846,0.5108,0.5862,0.5503
A_succ_testamentaria,smollm2-1_7b__Q5_K_M__c4096,14,0.6644,0.5765,0.7846,0.5108,0.6593,0.6205
A_succ_testamentaria,smollm2-1_7b__Q5_K_M__c8192,14,0.6644,0.5765,0.7846,0.5108,0.6593,0.6205
A_succ_testamentaria,smollm2-1_7b__Q8_0__c4096,14,0.6969,0.613,0.7846,0.5108,0.6841,0.655
A_succ_testamentaria,smollm2-1_7b__Q8_0__c8192,14,0.6969,0.613,0.7846,0.5108,0.6841,0.655
A_succ_testamentaria,smollm2-360m__Q3_K_M__c4096,14,0.7648,0.6654,0.7846,0.5108,0.7641,0.7151
A_succ_testamentaria,smollm2-360m__Q3_K_M__c8192,14,0.7648,0.6654,0.7846,0.5108,0.7641,0.7151
A_succ_testamentaria,smollm2-360m__Q5_K_M__c4096,14,0.8124,0.6854,0.7846,0.5108,0.8142,0.7489
A_succ_testamentaria,smollm2-360m__Q5_K_M__c8192,14,0.8124,0.6854,0.7846,0.5108,0.8142,0.7489
A_succ_testamentaria,smollm2-360m__Q8_0__c4096,14,0.7781,0.6652,0.7846,0.5108,0.7857,0.7216
A_succ_testamentaria,smollm2-360m__Q8_0__c8192,14,0.7781,0.6652,0.7846,0.5108,0.7857,0.7216
A_synth,gemma2-2b__Q5_K_M__c8192,25,0.638,0.655,0.816,0.5175,0.7142,0.7142
A_synth,gemma2-2b__Q8_0__c8192,25,0.6576,0.6657,0.816,0.5175,0.7191,0.7191
A_synth,llama3.2-1b__Q5_K_M__c8192,25,0.7454,0.557,0.816,0.5175,0.6432,0.6432
A_synth,llama3.2-1b__Q8_0__c8192,25,0.7639,0.5669,0.816,0.5175,0.6529,0.6529
A_synth,llama3.2-3b__Q5_K_M__c8192,25,0.6709,0.6308,0.816,0.5175,0.7018,0.7018
A_synth,llama3.2-3b__Q8_0__c8192,25,0.6796,0.6257,0.816,0.5175,0.7087,0.7087
A_synth,mistral-7b__Q3_K_M__c8192,25,0.6549,0.6736,0.816,0.5175,0.7651,0.7651
A_synth,mistral-7b__Q5_K_M__c8192,25,0.6303,0.6915,0.816,0.5175,0.7706,0.7706
A_synth,phi3.5-mini__Q3_K_M__c8192,25,0.644,0.6501,0.816,0.5175,0.7297,0.7297
A_synth,phi3.5-mini__Q5_K_M__c8192,25,0.6675,0.6641,0.816,0.5175,0.7276,0.7276
A_synth,qwen2.5-0_5b__Q3_K_M__c8192,25,0.8321,0.521,0.816,0.5175,0.6137,0.6137
A_synth,qwen2.5-0_5b__Q5_K_M__c8192,25,0.825,0.5291,0.816,0.5175,0.6068,0.6068
A_synth,qwen2.5-0_5b__Q8_0__c8192,25,0.8373,0.513,0.816,0.5175,0.5996,0.5996
A_synth,qwen2.5-1_5b__Q3_K_M__c8192,25,0.8232,0.5769,0.816,0.5175,0.6474,0.6474
A_synth,qwen2.5-1_5b__Q5_K_M__c8192,25,0.815,0.5668,0.816,0.5175,0.6498,0.6498
A_synth,qwen2.5-1_5b__Q8_0__c8192,25,0.789,0.5625,0.816,0.5175,0.6386,0.6386
A_synth,qwen2.5-3b__Q3_K_M__c8192,25,0.6386,0.6117,0.816,0.5175,0.694,0.694
A_synth,qwen2.5-3b__Q5_K_M__c8192,25,0.6429,0.6413,0.816,0.5175,0.7089,0.7089
A_synth,qwen2.5-3b__Q8_0__c8192,25,0.6834,0.6177,0.816,0.5175,0.6945,0.6945
A_synth,smollm2-1_7b__Q3_K_M__c8192,25,0.8259,0.5342,0.816,0.5175,0.6212,0.6212
A_synth,smollm2-1_7b__Q5_K_M__c8192,25,0.8177,0.521,0.816,0.5175,0.6162,0.6162
A_synth,smollm2-1_7b__Q8_0__c8192,25,0.8129,0.5359,0.816,0.5175,0.6253,0.6253
A_synth,smollm2-360m__Q3_K_M__c8192,25,0.7555,0.5555,0.816,0.5175,0.6036,0.6036
A_synth,smollm2-360m__Q5_K_M__c8192,25,0.6881,0.4947,0.816,0.5175,0.567,0.567
A_synth,smollm2-360m__Q8_0__c8192,25,0.7028,0.4948,0.816,0.5175,0.5658,0.5658
A_tutela_minori,gemma2-2b__Q5_K_M__c8192,9,0.7343,0.6806,0.75,0.4358,0.7424,0.7075
A_tutela_minori,gemma2-2b__Q8_0__c8192,9,0.7294,0.7008,0.75,0.4358,0.751,0.7151
A_tutela_minori,llama3.2-1b__Q5_K_M__c8192,9,0.8191,0.7065,0.75,0.4358,0.8226,0.7628
A_tutela_minori,llama3.2-1b__Q8_0__c8192,9,0.7914,0.6869,0.75,0.4358,0.8052,0.7392
A_tutela_minori,llama3.2-3b__Q5_K_M__c8192,9,0.751,0.6928,0.75,0.4358,0.7601,0.7219
A_tutela_minori,llama3.2-3b__Q8_0__c8192,9,0.7306,0.6848,0.75,0.4358,0.7449,0.7077
A_tutela_minori,mistral-7b__Q3_K_M__c8192,9,0.7855,0.6852,0.75,0.4358,0.7882,0.7354
A_tutela_minori,mistral-7b__Q5_K_M__c8192,9,0.8067,0.6991,0.75,0.4358,0.8108,0.7529
A_tutela_minori,phi3.5-mini__Q3_K_M__c8192,9,0.7482,0.7015,0.75,0.4358,0.7631,0.7249
A_tutela_minori,phi3.5-mini__Q5_K_M__c8192,9,0.7418,0.6805,0.75,0.4358,0.7544,0.7111
A_tutela_minori,qwen2.5-0_5b__Q3_K_M__c8192,9,0.5148,0.4936,0.75,0.4358,0.5172,0.5042
A_tutela_minori,qwen2.5-0_5b__Q5_K_M__c8192,9,0.5178,0.4693,0.75,0.4358,0.5221,0.4935
A_tutela_minori,qwen2.5-0_5b__Q8_0__c8192,9,0.4575,0.3978,0.75,0.4358,0.4443,0.4276
A_tutela_minori,qwen2.5-1_5b__Q3_K_M__c8192,9,0.6014,0.5437,0.75,0.4358,0.5898,0.5726
A_tutela_minori,qwen2.5-1_5b__Q5_K_M__c8192,9,0.7277,0.7434,0.75,0.4358,0.7501,0.7355
A_tutela_minori,qwen2.5-1_5b__Q8_0__c8192,9,0.7134,0.6791,0.75,0.4358,0.7274,0.6962
A_tutela_minori,qwen2.5-3b__Q3_K_M__c8192,9,0.727,0.6662,0.75,0.4358,0.7462,0.6966
A_tutela_minori,qwen2.5-3b__Q5_K_M__c8192,9,0.7821,0.6974,0.75,0.4358,0.7822,0.7398
A_tutela_minori,qwen2.5-3b__Q8_0__c8192,9,0.7169,0.6523,0.75,0.4358,0.716,0.6846
A_tutela_minori,smollm2-1_7b__Q3_K_M__c8192,9,0.694,0.5391,0.75,0.4358,0.6517,0.6165
A_tutela_minori,smollm2-1_7b__Q5_K_M__c8192,9,0.5012,0.5118,0.75,0.4358,0.5332,0.5065
A_tutela_minori,smollm2-1_7b__Q8_0__c8192,9,0.6825,0.5812,0.75,0.4358,0.6865,0.6318
A_tutela_minori,smollm2-360m__Q3_K_M__c8192,9,0.6224,0.629,0.75,0.4358,0.6331,0.6257
A_tutela_minori,smollm2-360m__Q5_K_M__c8192,9,0.6436,0.591,0.75,0.4358,0.6464,0.6173
A_tutela_minori,smollm2-360m__Q8_0__c8192,9,0.6334,0.6371,0.75,0.4358,0.6426,0.6352
A_volontaria_giurisdizione,gemma2-2b__Q5_K_M__c4096,9,0.7629,0.7018,0.775,0.4462,0.7772,0.7323
A_volontaria_giurisdizione,gemma2-2b__Q5_K_M__c8192,9,0.7629,0.7018,0.775,0.4462,0.7772,0.7323
A_volontaria_giurisdizione,gemma2-2b__Q8_0__c4096,9,0.7692,0.701,0.775,0.4462,0.7763,0.7351
A_volontaria_giurisdizione,gemma2-2b__Q8_0__c8192,9,0.7692,0.701,0.775,0.4462,0.7763,0.7351
A_volontaria_giurisdizione,llama3.2-1b__Q5_K_M__c4096,9,0.8098,0.7227,0.775,0.4462,0.8299,0.7662
A_volontaria_giurisdizione,llama3.2-1b__Q5_K_M__c8192,9,0.8098,0.7227,0.775,0.4462,0.8299,0.7662
A_volontaria_giurisdizione,llama3.2-1b__Q8_0__c4096,9,0.8198,0.6892,0.775,0.4462,0.8263,0.7545
A_volontaria_giurisdizione,llama3.2-1b__Q8_0__c8192,9,0.8198,0.6892,0.775,0.4462,0.8263,0.7545
A_volontaria_giurisdizione,llama3.2-3b__Q5_K_M__c4096,9,0.7579,0.7,0.775,0.4462,0.7732,0.729
A_volontaria_giurisdizione,llama3.2-3b__Q5_K_M__c8192,9,0.7579,0.7,0.775,0.4462,0.7732,0.729
A_volontaria_giurisdizione,llama3.2-3b__Q8_0__c4096,9,0.7446,0.6929,0.775,0.4462,0.7568,0.7187
A_volontaria_giurisdizione,llama3.2-3b__Q8_0__c8192,9,0.7446,0.6929,0.775,0.4462,0.7568,0.7187
A_volontaria_giurisdizione,mistral-7b__Q3_K_M__c4096,9,0.7762,0.6933,0.775,0.4462,0.7922,0.7348
A_volontaria_giurisdizione,mistral-7b__Q3_K_M__c8192,9,0.7762,0.6933,0.775,0.4462,0.7922,0.7348
A_volontaria_giurisdizione,mistral-7b__Q5_K_M__c4096,9,0.7908,0.7099,0.775,0.4462,0.8029,0.7504
A_volontaria_giurisdizione,mistral-7b__Q5_K_M__c8192,9,0.7908,0.7099,0.775,0.4462,0.8029,0.7504
A_volontaria_giurisdizione,phi3.5-mini__Q3_K_M__c4096,9,0.7666,0.7027,0.775,0.4462,0.7766,0.7346
A_volontaria_giurisdizione,phi3.5-mini__Q3_K_M__c8192,9,0.7666,0.7027,0.775,0.4462,0.7766,0.7346
A_volontaria_giurisdizione,phi3.5-mini__Q5_K_M__c4096,9,0.7655,0.6961,0.775,0.4462,0.7714,0.7308
A_volontaria_giurisdizione,phi3.5-mini__Q5_K_M__c8192,9,0.7655,0.6961,0.775,0.4462,0.7714,0.7308
A_volontaria_giurisdizione,qwen2.5-0_5b__Q3_K_M__c4096,9,0.537,0.4002,0.775,0.4462,0.5002,0.4686
A_volontaria_giurisdizione,qwen2.5-0_5b__Q3_K_M__c8192,9,0.537,0.4002,0.775,0.4462,0.5002,0.4686
A_volontaria_giurisdizione,qwen2.5-0_5b__Q5_K_M__c4096,9,0.5253,0.4971,0.775,0.4462,0.5283,0.5112
A_volontaria_giurisdizione,qwen2.5-0_5b__Q5_K_M__c8192,9,0.5253,0.4971,0.775,0.4462,0.5283,0.5112
A_volontaria_giurisdizione,qwen2.5-0_5b__Q8_0__c4096,9,0.459,0.3729,0.775,0.4462,0.4356,0.4159
A_volontaria_giurisdizione,qwen2.5-0_5b__Q8_0__c8192,9,0.459,0.3729,0.775,0.4462,0.4356,0.4159
A_volontaria_giurisdizione,qwen2.5-1_5b__Q3_K_M__c4096,9,0.6111,0.5606,0.775,0.4462,0.6342,0.5859
A_volontaria_giurisdizione,qwen2.5-1_5b__Q3_K_M__c8192,9,0.6111,0.5606,0.775,0.4462,0.6342,0.5859
A_volontaria_giurisdizione,qwen2.5-1_5b__Q5_K_M__c4096,9,0.726,0.6962,0.775,0.4462,0.7392,0.7111
A_volontaria_giurisdizione,qwen2.5-1_5b__Q5_K_M__c8192,9,0.726,0.6962,0.775,0.4462,0.7392,0.7111
A_volontaria_giurisdizione,qwen2.5-1_5b__Q8_0__c4096,9,0.7524,0.6879,0.775,0.4462,0.7685,0.7201
A_volontaria_giurisdizione,qwen2.5-1_5b__Q8_0__c8192,9,0.7524,0.6879,0.775,0.4462,0.7685,0.7201
A_volontaria_giurisdizione,qwen2.5-3b__Q3_K_M__c4096,9,0.7411,0.681,0.775,0.4462,0.7556,0.7111
A_volontaria_giurisdizione,qwen2.5-3b__Q3_K_M__c8192,9,0.7411,0.681,0.775,0.4462,0.7556,0.7111
A_volontaria_giurisdizione,qwen2.5-3b__Q5_K_M__c4096,9,0.7925,0.7099,0.775,0.4462,0.7991,0.7512
A_volontaria_giurisdizione,qwen2.5-3b__Q5_K_M__c8192,9,0.7925,0.7099,0.775,0.4462,0.7991,0.7512
A_volontaria_giurisdizione,qwen2.5-3b__Q8_0__c4096,9,0.73,0.6592,0.775,0.4462,0.7316,0.6946
A_volontaria_giurisdizione,qwen2.5-3b__Q8_0__c8192,9,0.73,0.6592,0.775,0.4462,0.7316,0.6946
A_volontaria_giurisdizione,smollm2-1_7b__Q3_K_M__c4096,9,0.725,0.6287,0.775,0.4462,0.7025,0.6769
A_volontaria_giurisdizione,smollm2-1_7b__Q3_K_M__c8192,9,0.725,0.6287,0.775,0.4462,0.7025,0.6769
A_volontaria_giurisdizione,smollm2-1_7b__Q5_K_M__c4096,9,0.5916,0.5039,0.775,0.4462,0.598,0.5478
A_volontaria_giurisdizione,smollm2-1_7b__Q5_K_M__c8192,9,0.5916,0.5039,0.775,0.4462,0.598,0.5478
A_volontaria_giurisdizione,smollm2-1_7b__Q8_0__c4096,9,0.7346,0.6087,0.775,0.4462,0.7461,0.6716
A_volontaria_giurisdizione,smollm2-1_7b__Q8_0__c8192,9,0.7346,0.6087,0.775,0.4462,0.7461,0.6716
A_volontaria_giurisdizione,smollm2-360m__Q3_K_M__c4096,9,0.6503,0.6092,0.775,0.4462,0.6607,0.6297
A_volontaria_giurisdizione,smollm2-360m__Q3_K_M__c8192,9,0.6503,0.6092,0.775,0.4462,0.6607,0.6297
A_volontaria_giurisdizione,smollm2-360m__Q5_K_M__c4096,9,0.6684,0.5816,0.775,0.4462,0.6696,0.625
A_volontaria_giurisdizione,smollm2-360m__Q5_K_M__c8192,9,0.6684,0.5816,0.775,0.4462,0.6696,0.625
A_volontaria_giurisdizione,smollm2-360m__Q8_0__c4096,9,0.7119,0.6321,0.775,0.4462,0.7245,0.672
A_volontaria_giurisdizione,smollm2-360m__Q8_0__c8192,9,0.7119,0.6321,0.775,0.4462,0.7245,0.672
